Dortmund,Erling Haaland,Bundesliga,Norway,90,ST,Headliners,639K
Fiorentina,Ribéry,Serie A TIM,France,90,LW,Flashback,SBC
FC Bayern,Jérôme Boateng,Bundesliga,Germany,90,CB,Player,Moments
Manchester City,Raheem Sterling,Premier League,England,90,LW,IF,384K
Arsenal,Bukayo Saka,Premier League,England,90,RM,FUT,Future
Inter,Samir Handanovic,Serie A TIM,Slovenia,90,GK,SIF,154K
Sevilla FC,Alejandro Gómez,LaLiga Santander,Argentina,90,CAM,What,If
OL,Marcelo,Ligue 1 Conforama,Brazil,90,CB,What,If
Roma FC,Chris Smalling,Serie A TIM,England,90,CB,What,If
Arsenal,Martin Ødegaard,Premier League,Norway,90,CAM,What,If
Spurs,Harry Kane,Premier League,England,90,ST,SIF,130K
Manchester Utd,Edinson Cavani,Premier League,Uruguay,90,ST,Flashback,SBC
FC Barcelona,Sergio Busquets,LaLiga Santander,Spain,90,CDM,Player,Moments
Chelsea,Olivier Giroud,Premier League,France,90,ST,Player,Moments
Paris SG,Keylor Navas,Ligue 1 Conforama,Costa Rica,90,GK,CL,MOTM
Manchester City,Sergio Agüero,Premier League,Argentina,89,ST,Rare,76K
Real Madrid,Sergio Ramos,LaLiga Santander,Spain,89,CB,Rare,77K
FC Bayern,Manuel Neuer,Bundesliga,Germany,89,GK,Rare,75.5K
Real Madrid,Karim Benzema,LaLiga Santander,France,89,CF,Rare,78K
Real Madrid,Casemiro,LaLiga Santander,Brazil,89,CDM,Rare,76K
Real Madrid,Thibaut Courtois,LaLiga Santander,Belgium,89,GK,Rare,75K
Spurs,Harry Kane,Premier League,England,89,ST,IF,120K
Atlético de Madrid,Luis Suárez,LaLiga Santander,Uruguay,89,ST,OTW,93K
Real Madrid,Sergio Ramos,LaLiga Santander,Spain,89,CB,CL,79K
Real Madrid,Casemiro,LaLiga Santander,Brazil,89,CDM,CL,78K
Real Madrid,Thibaut Courtois,LaLiga Santander,Belgium,89,GK,CL,75.5K
Real Madrid,Karim Benzema,LaLiga Santander,France,89,CF,CL,75K
FC Bayern,Manuel Neuer,Bundesliga,Germany,89,GK,CL,75K
Dortmund,Julian Brandt,Bundesliga,Germany,89,CAM,UCL,Live
Manchester City,Sergio Agüero,Premier League,Argentina,89,ST,CL,76K
Manchester City,Ederson,Premier League,Brazil,89,GK,IF,115K
FC Bayern,Joshua Kimmich,Bundesliga,Germany,89,CDM,IF,124K
FC Barcelona,Antoine Griezmann,LaLiga Santander,France,89,ST,UCL,Live
Real Madrid,Isco,LaLiga Santander,Spain,89,CAM,UCL,Live
Manchester Utd,Bruno Fernandes,Premier League,Portugal,89,CAM,SIF,470K
Spurs,Heung Min Son,Premier League,Korea Republic,89,LM,PL,POTM
Chelsea,N'Golo Kanté,Premier League,France,89,CDM,IF,391K
Real Sociedad,David Silva,LaLiga Santander,Spain,89,CAM,Record,Breaker
Manchester City,Raheem Sterling,Premier League,England,89,LW,TOTGS,179K
Real Madrid,Toni Kroos,LaLiga Santander,Germany,89,CM,IF,110K
Manchester Utd,Paul Pogba,Premier League,France,89,CM,UEL,Live
FC Bayern,David Alaba,Bundesliga,Austria,89,CB,UCL,Live
Liverpool,Georginio Wijnaldum,Premier League,Netherlands,89,CM,UCL,Live
Dortmund,Julian Brandt,Bundesliga,Germany,89,CAM,UCL,Live
Paris SG,Mauro Icardi,Ligue 1 Conforama,Argentina,89,ST,UCL,Live
Piemonte Calcio,Giorgio Chiellini,Serie A TIM,Italy,89,CDM,FUT,Freeze
Atlético de Madrid,Luis Suárez,LaLiga Santander,Uruguay,89,ST,SIF,114K
Inter,Samir Handanovic,Serie A TIM,Slovenia,89,GK,IF,115K
Liverpool,Roberto Firmino,Premier League,Brazil,89,CM,FUT,Freeze
AS Monaco,Wissam Ben Yedder,Ligue 1 Conforama,France,89,ST,Headliners,Upgrade
Spurs,Heung Min Son,Premier League,Korea Republic,89,LM,Headliners,680K
Manchester City,Riyad Mahrez,Premier League,Algeria,89,RW,Headliners,SBC
FC Bayern,Leon Goretzka,Bundesliga,Germany,89,CM,Headliners,Upgrade
RC Celta,Iago Aspas,LaLiga Santander,Spain,89,ST,LaLiga,POTM
FC Barcelona,Antoine Griezmann,LaLiga Santander,France,89,LW,SIF,175K
Paris SG,Keylor Navas,Ligue 1 Conforama,Costa Rica,89,GK,IF,93K
Paris SG,Marquinhos,Ligue 1 Conforama,Brazil,89,CB,TOTY,Honourable
Spurs,Steven Bergwijn,Premier League,Netherlands,89,LM,FUT,Future
Leverkusen,Tapsoba,Bundesliga,Burkina Faso,89,CB,FUT,Future
Manchester City,Bernardo Silva,Premier League,Portugal,89,CM,SIF,155K
Manchester Utd,Marcus Rashford,Premier League,England,89,LM,TIF,1.25M
Athletic Club,Yuri Berchiche Izeta,LaLiga Santander,Spain,89,LB,What,If
Sassuolo,Francesco Caputo,Serie A TIM,Italy,89,ST,What,If
FC Bayern,Thomas Müller,Bundesliga,Germany,89,CAM,Player,Moments
Dortmund,Erling Haaland,Bundesliga,Norway,89,ST,CL,MOTM
Wolves,Rúben Diogo da Silva Neves,Premier League,Portugal,89,CM,League,Player
Napoli,Dries Mertens,Serie A TIM,Belgium,89,CF,What,If
Leicester City,Ricardo Pereira,Premier League,Portugal,89,RB,What,If
Roma FC,Javier Pastore,Serie A TIM,Argentina,89,CAM,League,Player
Inter,Lautaro Martínez,Serie A TIM,Argentina,89,ST,FIF,370K
FC Bayern,Thomas Müller,Bundesliga,Germany,89,CAM,TIF,99.5K
Dortmund,Jadon Sancho,Bundesliga,England,89,LM,Bundes,POTM
Manchester Utd,Paul Pogba,Premier League,France,89,LM,Europa,MOTM
Spurs,Harry Kane,Premier League,England,88,ST,Rare,63.5K
Manchester City,Raheem Sterling,Premier League,England,88,LW,Rare,60K
Manchester City,Ederson,Premier League,Brazil,88,GK,Rare,60K
Chelsea,N'Golo Kanté,Premier League,France,88,CDM,Rare,91.5K
FC Bayern,Joshua Kimmich,Bundesliga,Germany,88,CDM,Rare,60K
Real Madrid,Toni Kroos,LaLiga Santander,Germany,88,CM,Rare,60K
Real Madrid,Eden Hazard,LaLiga Santander,Belgium,88,LW,Rare,61K
Piemonte Calcio,Paulo Dybala,Serie A TIM,Argentina,88,CF,Rare,60K
Inter,Samir Handanovic,Serie A TIM,Slovenia,88,GK,Rare,60K
Napoli,Kalidou Koulibaly,Serie A TIM,Senegal,88,CB,Rare,59.5K
Manchester Utd,Bruno Fernandes,Premier League,Portugal,88,CAM,IF,337K
Atlético de Madrid,Luis Suárez,LaLiga Santander,Uruguay,88,ST,IF,100K
Liverpool,Roberto Firmino,Premier League,Brazil,88,ST,IF,135K
Chelsea,N'Golo Kanté,Premier League,France,88,CDM,CL,92K
Inter,Samir Handanovic,Serie A TIM,Slovenia,88,GK,CL,60K
Real Madrid,Toni Kroos,LaLiga Santander,Germany,88,CM,CL,59.5K
Real Madrid,Eden Hazard,LaLiga Santander,Belgium,88,LW,CL,61.5K
Piemonte Calcio,Paulo Dybala,Serie A TIM,Argentina,88,CF,CL,62K
FC Bayern,Joshua Kimmich,Bundesliga,Germany,88,CDM,CL,60.5K
Manchester City,Raheem Sterling,Premier League,England,88,LW,CL,59.5K
Manchester City,Ederson,Premier League,Brazil,88,GK,CL,61K
Manchester City,Aymeric Laporte,Premier League,France,88,CB,Halloween,420K
Paris SG,Ángel Di María,Ligue 1 Conforama,Argentina,88,RW,Halloween,230K
Real Sociedad,Oyarzabal,LaLiga Santander,Spain,88,LW,LaLiga,POTM
Manchester Utd,Marcus Rashford,Premier League,England,88,LM,UCL,Live
FC Bayern,Alphonso Davies,Bundesliga,Canada,88,LB,UCL,Live
Manchester City,Gabriel Jesus,Premier League,Brazil,88,ST,UCL,Live
FC Porto,Felipe Anderson Pereira Gomes,Liga NOS (POR 1),Brazil,88,LM,UCL,Live
Dortmund,Jadon Sancho,Bundesliga,England,88,RM,Record,Breaker
Leicester City,Jamie Vardy,Premier League,England,88,ST,Record,Breaker
FC Barcelona,Antoine Griezmann,LaLiga Santander,France,88,LW,IF,112K
Paris SG,Keylor Navas,Ligue 1 Conforama,Costa Rica,88,GK,TOTGS,66K
Atalanta,Alejandro Gómez,Serie A TIM,Argentina,88,CAM,TOTGS,123K
Liverpool,Trent Alexander-Arnold,Premier League,England,88,RB,TOTGS,110K
Dortmund,Erling Haaland,Bundesliga,Norway,88,ST,TOTGS,185K
Lazio,Ciro Immobile,Serie A TIM,Italy,88,ST,TOTGS,SBC
Spurs,Heung Min Son,Premier League,Korea Republic,88,LM,IF,217K
Paris SG,Marco Verratti,Ligue 1 Conforama,Italy,88,LM,FUT,Freeze
Manchester City,Bernardo Silva,Premier League,Portugal,88,CAM,FUT,Freeze
Leicester City,Jamie Vardy,Premier League,England,88,ST,SIF,208K
Manchester City,João Cancelo,Premier League,Portugal,88,RB,UCL,Live
FC Bayern,Serge Gnabry,Bundesliga,Germany,88,CAM,FUT,Freeze
Sevilla FC,Marcos Acuña,LaLiga Santander,Argentina,88,LB,ShowDown,SBC
Manchester Utd,Marcus Rashford,Premier League,England,88,LM,SIF,890K
FC Groningen,Arjen Robben,Eredivisie (NED 1),Netherlands,88,RM,Flashback,SBC
Liverpool,Fabinho,Premier League,Brazil,88,CB,Headliners,168K
Real Sociedad,Oyarzabal,LaLiga Santander,Spain,88,LW,Headliners,68K
FC Bayern,Thomas Müller,Bundesliga,Germany,88,CAM,SIF,91K
Manchester Utd,Paul Pogba,Premier League,France,88,CDM,SIF,312K
Manchester City,Bernardo Silva,Premier League,Portugal,88,CF,IF,95K
Sevilla FC,Jesús Navas,LaLiga Santander,Spain,88,RB,TOTY,Honourable
Real Betis,Nabil Fekir,LaLiga Santander,France,88,CAM,TOTY,Honourable
RB Leipzig,Marcel Sabitzer,Bundesliga,Austria,88,CM,TOTY,Honourable
Inter,Lautaro Martínez,Serie A TIM,Argentina,88,ST,TIF,195K
Piemonte Calcio,Giorgio Chiellini,Serie A TIM,Italy,88,CB,IF,95K
Lazio,Sergej Milinkovic-Savic,Serie A TIM,Serbia,88,CM,TIF,100K
FC Barcelona,Sergiño Dest,LaLiga Santander,United States,88,RB,FUT,Future
Piemonte Calcio,Kulusevski,Serie A TIM,Sweden,88,RW,FUT,Future
Leicester City,Harvey Barnes,Premier League,England,88,CAM,FUT,Future
RB Leipzig,Dominik Szoboszlai,Bundesliga,Hungary,88,LM,FUT,Future
OL,Memphis Depay,Ligue 1 Conforama,Netherlands,88,CF,TIF,201K
Ajax,Antony Matheus dos Santos,Eredivisie (NED 1),Brazil,88,CAM,FUT,Future
M'gladbach,Florian Neuhaus,Bundesliga,Germany,88,CM,FUT,Future
Liverpool,Curtis Jones,Premier League,England,88,CM,FUT,Future
Manchester City,Rúben Santos Gato Alves Dias,Premier League,Portugal,88,CB,FUT,Future
Liverpool,Curtis Jones,Premier League,England,88,LM,FUT,Future
OL,Mattia De Sciglio,Ligue 1 Conforama,Italy,88,RB,Objectives,0
Real Sociedad,Adnan Januzaj,LaLiga Santander,Belgium,88,RW,Objectives,0
Roma FC,Stephan El Shaarawy,Serie A TIM,Italy,88,LW,Flashback,SBC
Arsenal,Aubameyang,Premier League,Gabon,88,ST,IF,392K
Inter,Romelu Lukaku,Serie A TIM,Belgium,88,ST,TIF,107K
OM,Darío Benedetto,Ligue 1 Conforama,Argentina,88,ST,League,Player
Leverkusen,Wendell,Bundesliga,Brazil,88,LB,What,If
Lazio,Lucas Pezzini Leiva,Serie A TIM,Brazil,88,CDM,What,If
FC Porto,Képler Laveran Lima Ferreira,Liga NOS (POR 1),Portugal,88,CB,What,If
Levante UD,José Luis Morales Nogales,LaLiga Santander,Spain,88,ST,What,If
FC Barcelona,Jordi Alba,LaLiga Santander,Spain,88,LWB,IF,152K
Napoli,Lorenzo Insigne,Serie A TIM,Italy,88,LM,TIF,135K
Manchester City,Ilkay Gündogan,Premier League,Germany,88,CM,PL,POTM
Chelsea,Antonio Rüdiger,Premier League,Germany,88,CB,ShowDown,SBC
Piemonte Calcio,Adrien Rabiot,Serie A TIM,France,88,CM,Player,Moments
Leverkusen,Sven Bender,Bundesliga,Germany,88,CB,Premium,SBC
Leverkusen,Lars Bender,Bundesliga,Germany,88,RB,Premium,SBC
Dortmund,Mats Hummels,Bundesliga,Germany,88,CB,MOTM,82K
Real Madrid,Luka Modric,LaLiga Santander,Croatia,87,CM,Rare,46K
Lazio,Ciro Immobile,Serie A TIM,Italy,87,ST,Rare,48.5K
Arsenal,Aubameyang,Premier League,Gabon,87,ST,Rare,47K
Manchester Utd,Bruno Fernandes,Premier League,Portugal,87,CAM,Rare,46K
Paris SG,Ángel Di María,Ligue 1 Conforama,Argentina,87,RW,Rare,48K
Dortmund,Jadon Sancho,Bundesliga,England,87,RM,Rare,45.25K
Spurs,Heung Min Son,Premier League,Korea Republic,87,LM,Rare,46.5K
FC Barcelona,Luis Suárez,LaLiga Santander,Uruguay,87,ST,Rare,0
Liverpool,Trent Alexander-Arnold,Premier League,England,87,RB,Rare,45K
FC Barcelona,Antoine Griezmann,LaLiga Santander,France,87,ST,Rare,46.5K
Manchester City,Aymeric Laporte,Premier League,France,87,CB,Rare,47.25K
Piemonte Calcio,Wojciech Szczesny,Serie A TIM,Poland,87,GK,Rare,45K
Liverpool,Roberto Firmino,Premier League,Brazil,87,CF,Rare,45K
Manchester City,Bernardo Silva,Premier League,Portugal,87,RW,Rare,45.75K
Liverpool,Andrew Robertson,Premier League,Scotland,87,LB,Rare,45.5K
Liverpool,Fabinho,Premier League,Brazil,87,CDM,Rare,45K
Paris SG,Keylor Navas,Ligue 1 Conforama,Costa Rica,87,GK,Rare,47.25K
FC Barcelona,Sergio Busquets,LaLiga Santander,Spain,87,CDM,Rare,46K
Piemonte Calcio,Giorgio Chiellini,Serie A TIM,Italy,87,CB,Rare,46.5K
Spurs,Hugo Lloris,Premier League,France,87,GK,Rare,44.75K
Atlético de Madrid,Luis Suárez,LaLiga Santander,Uruguay,87,ST,Rare,44.5K
Atalanta,Alejandro Gómez,Serie A TIM,Argentina,87,CAM,IF,79K
Leicester City,Jamie Vardy,Premier League,England,87,ST,IF,140K
Manchester Utd,Bruno Fernandes,Premier League,Portugal,87,CAM,CL,49K
Atlético de Madrid,Luis Suárez,LaLiga Santander,Uruguay,87,ST,CL,45.25K
FC Barcelona,Antoine Griezmann,LaLiga Santander,France,87,ST,CL,46.5K
FC Barcelona,Sergio Busquets,LaLiga Santander,Spain,87,CDM,CL,45.75K
Real Madrid,Luka Modric,LaLiga Santander,Croatia,87,CM,CL,46.75K
Liverpool,Roberto Firmino,Premier League,Brazil,87,CF,CL,45.25K
Piemonte Calcio,Giorgio Chiellini,Serie A TIM,Italy,87,CB,CL,47K
Liverpool,Fabinho,Premier League,Brazil,87,CDM,CL,45.25K
Piemonte Calcio,Wojciech Szczesny,Serie A TIM,Poland,87,GK,CL,44.5K
Paris SG,Ángel Di María,Ligue 1 Conforama,Argentina,87,RW,CL,47K
Liverpool,Trent Alexander-Arnold,Premier League,England,87,RB,CL,46.5K
Lazio,Ciro Immobile,Serie A TIM,Italy,87,ST,CL,50K
Paris SG,Keylor Navas,Ligue 1 Conforama,Costa Rica,87,GK,CL,47.25K
Liverpool,Andrew Robertson,Premier League,Scotland,87,LB,CL,45K
Dortmund,Jadon Sancho,Bundesliga,England,87,RM,CL,46.25K
Manchester City,Aymeric Laporte,Premier League,France,87,CB,CL,47.25K
Manchester City,Bernardo Silva,Premier League,Portugal,87,RW,CL,45.5K
FC Bayern,Thomas Müller,Bundesliga,Germany,87,CAM,IF,88.5K
Napoli,Dries Mertens,Serie A TIM,Belgium,87,CF,Halloween,253K
FC Bayern,Douglas Costa,Bundesliga,Brazil,87,LM,Halloween,219K
Real Sociedad,David Silva,LaLiga Santander,Spain,87,CM,IF,96.5K
Dortmund,Marco Reus,Bundesliga,Germany,87,CAM,Halloween,215K
Manchester Utd,Paul Pogba,Premier League,France,87,CM,Halloween,479K
Inter,Romelu Lukaku,Serie A TIM,Belgium,87,ST,Halloween,123K
Dortmund,Mats Hummels,Bundesliga,Germany,87,CB,IF,92K
Chelsea,Mason Mount,Premier League,England,87,CAM,UCL,Live
Roma FC,Bruno da Silva Peres,Serie A TIM,Brazil,87,RB,UEL,Live
Leicester City,Wilfred Ndidi,Premier League,Nigeria,87,CDM,UEL,Live
SL Benfica,Grimaldo,Liga NOS (POR 1),Spain,87,LB,UEL,Live
Piemonte Calcio,Alex Sandro,Serie A TIM,Brazil,87,LB,UCL,Live
Paris SG,Julian Draxler,Ligue 1 Conforama,Germany,87,CAM,UCL,Live
Dortmund,Manuel Akanji,Bundesliga,Switzerland,87,CB,UCL,Live
M'gladbach,Yann Sommer,Bundesliga,Switzerland,87,GK,IF,108K
Dortmund,Erling Haaland,Bundesliga,Norway,87,ST,SIF,133K
Galatasaray,Radamel Falcao García Zarate,Süper Lig (TUR 1),Colombia,87,ST,Record,Breaker
Manchester City,Sergio Agüero,Premier League,Argentina,87,ST,Flashback,SBC
LAFC,Carlos Vela,Major League Soccer (MLS),Mexico,87,RW,Record,Breaker
AS Monaco,Cesc Fàbregas,Ligue 1 Conforama,Spain,87,CM,Record,Breaker
Milan,Gianluigi Donnarumma,Serie A TIM,Italy,87,GK,Record,Breaker
OL,Memphis Depay,Ligue 1 Conforama,Netherlands,87,CF,Player,Moments
Liverpool,Trent Alexander-Arnold,Premier League,England,87,RB,,0
Atlético de Madrid,João Félix Sequeira,LaLiga Santander,Portugal,87,CF,LaLiga,POTM
Manchester Utd,Marcus Rashford,Premier League,England,87,ST,TOTGS,889K
Manchester Utd,Paul Pogba,Premier League,France,87,CM,IF,260K
Lazio,Sergej Milinkovic-Savic,Serie A TIM,Serbia,87,CM,SIF,80K
Inter,Lautaro Martínez,Serie A TIM,Argentina,87,RW,FUT,Freeze
Paris SG,Marquinhos,Ligue 1 Conforama,Brazil,87,CDM,FUT,Freeze
Napoli,Lorenzo Insigne,Serie A TIM,Italy,87,LW,UEL,Live
Ajax,Dušan Tadic,Eredivisie (NED 1),Serbia,87,CF,UEL,Live
Liverpool,Jordan Henderson,Premier League,England,87,CDM,IF,81K
Bordeaux,Ben Arfa,Ligue 1 Conforama,France,87,CAM,Flashback,SBC
Inter,Lautaro Martínez,Serie A TIM,Argentina,87,LF,SIF,77K
Crystal Palace,Wilfried Zaha,Premier League,Côte d'Ivoire,87,ST,Headliners,274K
LOSC,Jonathan Bamba,Ligue 1 Conforama,France,87,LM,Headliners,Upgrade
Roma FC,Henrikh Mkhitaryan,Serie A TIM,Armenia,87,CF,Headliners,63K
Atlético de Madrid,João Félix Sequeira,LaLiga Santander,Portugal,87,CF,Headliners,Upgrade
Frankfurt,Martin Hinteregger,Bundesliga,Austria,87,CB,Headliners,54.5K
Chelsea,Christian Pulisic,Premier League,United States,87,LW,Objectives,0
Inter,Romelu Lukaku,Serie A TIM,Belgium,87,ST,SIF,83K
RC Celta,Iago Aspas,LaLiga Santander,Spain,87,ST,SIF,84K
Napoli,Hirving Lozano,Serie A TIM,Mexico,87,RW,Headliners,588K
Milan,Theo Hernández,Serie A TIM,France,87,LB,Headliners,650K
Sevilla FC,Diego Carlos Santos Silva,LaLiga Santander,Brazil,87,CB,Headliners,Upgrade
Villarreal CF,Parejo,LaLiga Santander,Spain,87,CM,SIF,97K
OL,Memphis Depay,Ligue 1 Conforama,Netherlands,87,CF,SIF,120K
Rangers,James Tavernier,Scottish Premiership (SPFL),England,87,RB,Headliners,SBC
Inter Miami CF,Gonzalo Higuaín,Major League Soccer (MLS),Argentina,87,ST,Flashback,SBC
AS Monaco,Wissam Ben Yedder,Ligue 1 Conforama,France,87,ST,SIF,312K
Napoli,Lorenzo Insigne,Serie A TIM,Italy,87,LM,SIF,78K
LOSC,Yusuf Yazici,Ligue 1 Conforama,Turkey,87,ST,Ligue,1
